file,avg_overlap_duration
2db2965e-54fa-41fa-823b-ed79b943f0b1.json,1.1428571428571428
8a9655a7-be88-4921-b0ad-04aa1b9953d1.json,1.0
19169ec6-213f-48e9-8ec2-c24ee2e6eb20.json,1.0
c86714f0-3aeb-4628-8cfa-ee0a46839508.json,1.1428571428571428
0c8297aa-ced1-414e-a175-bf29a9763d30.json,1.0
89ab3694-2c42-46bc-a602-c545511bf36e.json,0.875
94ecf497-5959-44ec-a011-92af3709c38c.json,0.0
87e28dae-2c70-4122-9452-6ec82164fab2.json,0.8181818181818182
80e5fe02-ec03-4ca5-902a-fdf38e6b7b8a.json,0.9166666666666666
3e6dde01-1a46-42b4-92dd-0a211185e660.json,1.0
22dd8271-02f8-46bf-bd4e-28c0692b57d1.json,1.0
acec9db1-1209-4f98-881e-6d413e1aba2d.json,1.0
6d0dd32e-cc1e-4624-88f9-2bb70db56f1c.json,0.9583333333333334
f2c33efc-17f4-4e42-ab36-8394328d9591.json,1.0
b3cc69d6-7e4d-46bc-908f-29f15cebac61.json,0.9583333333333334
c1cf9a45-0a69-4543-9994-117bdd4fdaaf.json,1.0
89d28c5a-f0da-41e9-a93e-0a749c20189c.json,1.0
d7bbea61-d739-43fb-a198-ced1b59f9491.json,0.9583333333333334
23712d70-65df-47f3-8b69-fe2682aebc70.json,1.0
367fd789-cfa1-458b-b005-4a846f6769d9.json,1.0
911b0b97-93ec-49b4-a0ac-7a76dd6a40ce.json,1.0
66783778-028a-45ff-b1b0-f5c0ea759950.json,1.0
ce11850d-6743-47cc-be50-2ffda1d2ea0e.json,1.0
8372d771-4271-47b1-82e7-9cb3562fb380.json,0.0
ab0a99e3-48f9-430b-9d6c-c5cadd5618de.json,1.0
dd662920-e3e6-45da-a97c-a59ed0971b60.json,1.0
39c3e29c-7b7c-43d2-999b-eb473ec31de3.json,1.0
66ad6c2b-1019-4032-945a-41fa5d16f57f.json,1.0
9505f0e7-5404-4f50-a497-35a9e899197c.json,1.0
7419fc47-2a8a-4203-868f-73e562aeae64.json,1.0
73caf5a2-b721-48fa-932c-757aa5a2c44c.json,1.0
3c56ea72-ffe6-42ae-a7bf-cea432b89f6e.json,0.9285714285714286
60e92cb0-536d-4b03-b778-81dcbef4ea0e.json,1.0
b2fefeb0-5115-4042-be07-1ef1ddfa8406.json,1.0
d071bb49-40f8-4bae-8c6d-cfc0d4a011d5.json,0.8076923076923077
38231782-a07c-4fbb-a036-723dfdfede1e.json,1.0
28968f08-f076-4fca-add3-27d5ee342d6e.json,1.0
00be25b0-458f-4cbf-ae86-ae2ec1f7fba4.json,0.9285714285714286
69e752fa-63f2-408e-9664-7b779b39b518.json,0.9583333333333334
40b40ec2-8ce2-47a8-b9d4-621285d7b484.json,1.0
9fd0d7f9-16b0-4fe3-a090-88c64816c7da.json,1.0
b4dcda70-5083-4dc4-96a7-ce6d5e92c2a2.json,1.0
f152d094-a169-4486-b9af-a66a7716a608.json,1.0
8598c6d9-a767-4120-af0a-5490357c72f3.json,1.0
f3c7fdbb-c742-4c12-abba-f02c1f57895e.json,0.8888888888888888
4547f937-4327-4973-97ac-c826259b7c88.json,1.0
dbd3e2fd-4a8f-4eb3-aa6f-befcc150bfd8.json,1.0
084fc190-bccc-472f-a6f8-de13e814c67d.json,1.0
1190bab7-d82f-4259-bb55-9617dff7da07.json,0.9230769230769231
ddaea5f2-20b8-439a-a0be-ac92bb606e7a.json,0.0
5b8dc067-9564-4e0f-b27f-a54f661c36bd.json,0.9
abc980d5-1416-463f-b5fe-411e4b1ec168.json,1.0
b70866a2-2f46-4784-992b-74d6dc60806e.json,0.8846153846153846
9e936113-46a1-4d70-9cc5-876b1c801602.json,1.0
ecf48f31-9a97-4042-bd79-0c24e6ecb4af.json,0.85
216fd3c8-1a80-484d-8792-464771794d9e.json,1.0
23f3e9f4-bc9d-4b68-8c1d-d8d4b229db7f.json,1.0
6aa42a81-2d58-4f54-a02a-b73d8457c53d.json,0.0
e73ff54e-9287-462f-9fe3-d486c12783df.json,1.0
708e7950-1be4-47a7-9c82-e03c88f5a1d0.json,1.0
d300835a-37e7-4da5-a998-c2203a674349.json,1.0
4f05aaff-585f-485f-90a1-60d027ec6e46.json,1.0
6c896881-40f4-41ae-85c3-aebf302976a5.json,1.0
a73d777f-368a-46b5-9d59-0aa5829b4427.json,1.0
ab6ec93c-09e1-4b88-8777-574ceb28cd05.json,1.0
742147aa-a2df-4429-859e-05b4a7875563.json,1.0
41fac7e4-d242-4887-9f54-f891dff6ff70.json,1.0083333333333335
49dca3af-dcec-423e-939d-93811e8a51a9.json,0.9166666666666666
ee078707-82d8-4937-942a-0d1dce58dac5.json,0.95
b6eb2096-6102-431d-b0df-4a87310d46c4.json,1.0
b76917d8-cb80-481a-84d5-25de34e98f95.json,1.0
f53b56bf-c27d-4900-8ed6-9c66a4691268.json,1.0
5c0bf9ad-669f-4a26-8c08-4af6f9698cf0.json,1.0
b93535c4-ce25-4fd6-a203-4e726566469b.json,1.0
52ddb4a0-0599-4e18-a961-ac4b67da8d5e.json,1.0
50abe040-847c-47e1-962f-a00d7ff2cfe4.json,1.0
